"meteorite_name","recclass","mass_g","impact_year"
"Ramlat as Sahmah 362","L6","69.76",2010
"Ramlat as Sahmah 363","H6","611.62",2010
"Ramlat as Sahmah 364","H6","334.46",2010
"Ramlat as Sahmah 365","H5","229.46",2010
"Ramlat as Sahmah 366","L4-5","15.8",2010
"Ramlat as Sahmah 367","H4-6","352.78",2010
"Ramlat as Sahmah 368","H5","172.47",2010
"Ramlat as Sahmah 369","H5","129.43",2010
"Ramlat as Sahmah 370","LL6","182.42",2010
"Ramlat as Sahmah 371","LL6","61.03",2010
"Ramlat as Sahmah 372","H5","123.77",2010
"Ramlat as Sahmah 373","LL6","52.29",2010
"Ramlat as Sahmah 374","H3.7","156.48",2010
"Ramlat as Sahmah 375","L3.9-5","31.94",2010
"Ramlat as Sahmah 376","H6","193.77",2010
"Ramlat as Sahmah 377","H4","416.27",2010
"Ramlat as Sahmah 378","H5","1649.2",2010
"Ramlat as Sahmah 379","L6","126.73",2010
"Ramlat as Sahmah 380","H5","457.8",2010
"Ramlat as Sahmah 381","L6","1628.1",2010
"Ramlat as Sahmah 382","L6","11.33",2010
"Ramlat as Sahmah 383","H3.6","266.01",2010
"Ramlat as Sahmah 384","Mesosiderite-C2","5026",2010
"Ramlat as Sahmah 385","LL3.3","2275",2010
"Ramlat as Sahmah 386","H6","254.27",2010
"Ramlat as Sahmah 387","H4","49.65",2010
"Ramlat as Sahmah 388","L6","3.46",2010
"Ramlat as Sahmah 389","L4-6","785.1",2010
"Ramlat as Sahmah 390","H3.8-6","0.69",2010
"Ramlat as Sahmah 391","H6","21.95",2010
"Ramlat as Sahmah 392","H4","0.4",2010
"Ramlat as Sahmah 393","H6","2.24",2010
"Ramlat as Sahmah 394","H4","0.18",2010
"Ramlat as Sahmah 395","L6","982.5",2010
"Ramlat as Sahmah 396","H4","30.29",2010
"Ramlat as Sahmah 397","L6","1118.8",2010
"Ramlat as Sahmah 398","L6","289.6",2010
"Ramlat as Sahmah 399","L6","6319",2010
"Ramlat as Sahmah 400","H6","11.61",2010
"Ramlat as Sahmah 401","L3.8","473.8",2010
"Ramlat as Sahmah 402","H4","100.94",2010
"Ramlat as Sahmah 403","H4","1.25",2010
"Ramlat as Sahmah 404","H6","0.61",2010
"Ramlat as Sahmah 405","L6","0.26",2010
"Ramlat as Sahmah 406","H5","0.51",2010
"Ramlat as Sahmah 407","H6","0.68",2010
"Ramlat as Sahmah 408","H6","0.37",2010
"Ramlat as Sahmah 409","H5","0.27",2010
"Ramlat as Sahmah 410","H5","0.28",2010
"Ramlat as Sahmah 411","H5","1.02",2010
"Ramlat as Sahmah 412","H5","0.26",2010
"Ramlat as Sahmah 413","L5","149.98",2010
"Ramlat as Sahmah 414","H5","212.82",2010
"Ramlat as Sahmah 415","H4","1.02",2010
"Ramlat as Sahmah 416","H5","385.8",2010
"Ramlat as Sahmah 417","H5","297.9",2010
"Ramlat as Sahmah 418","L6","28791",2010
"Ramlat as Sahmah 419","L6","122.21",2010
"Ramlat as Sahmah 420","Ureilite","70.3",2010
"Ramlat as Sahmah 421","L6","2841",2010
"Ramlat as Sahmah 422","H3.7-5","3879",2010
"Ramlat as Sahmah 423","H3.4-5","230.3",2010
"Ramlat as Sahmah 424","L6","80",2011
"Ramlat as Sahmah 425","H5","263",2011
"Rammya","H5","2481",1996
"Rancho Blanco","Eucrite-mmict","155",1987
"Rancho de la Pila (1882)","Iron, IIIAB","46500",1882
"Rancho Gomelia","Iron, IIIAB","15650",1975
"Randsburg","L5","112.9",2005
"Ransom","H4","15000",1938
"Rateldraai","Iron, IIIAB","549000",1909
"Rawlinna 001","Pallasite, PMG-an","74",1959
"Rawlinna 002","H5","240",1952
"Reager","L6","230",1948
"Rebiana","L/LL5","459",1999
"Reckling Peak 86700","L3.0-3.9","424.1",1986
"Reckling Peak 86701","H6","176.8",1986
"Reckling Peak 86702","L6","195.2",1986
"Reckling Peak 86703","H6","196",1986
"Reckling Peak 86704","LL6","137.9",1986
"Reckling Peak 86705","H5","68.5",1986
"Reckling Peak 92400","CM2","7.8",1992
"Reckling Peak 92401","CM2","7",1992
"Reckling Peak 92402","CM2","8",1992
"Reckling Peak 92403","Eucrite-br","4.1",1992
"Reckling Peak 92404","LL6","1419.9",1992
"Reckling Peak 92405","L5","1331.5",1992
"Reckling Peak 92406","H6","592.7",1992
"Reckling Peak 92407","L6","127.9",1992
"Reckling Peak 92408","L6","72.2",1992
"Reckling Peak 92409","L6","72.2",1992
"Reckling Peak 92410","L4","53.8",1992
"Reckling Peak 92411","H5","21.3",1992
"Reckling Peak 92412","L6","18.6",1992
"Reckling Peak 92413","LL3.7","1.7",1992
"Reckling Peak 92414","L6","4.1",1992
"Reckling Peak 92415","H6","18.6",1992
"Reckling Peak 92416","LL3.7","39.9",1992
"Reckling Peak 92417","LL4","2.9",1992
"Reckling Peak 92418","H5","9",1992
"Reckling Peak 92419","L6","10.2",1992
"Reckling Peak 92420","H5","6.6",1992
"Reckling Peak 92421","L6","3.1",1992
"Reckling Peak 92422","H5","12.9",1992
"Reckling Peak 92423","L6","3.8",1992
"Reckling Peak 92424","H5","6.5",1992
"Reckling Peak 92425","L6","6.5",1992
"Reckling Peak 92426","LL6","65.8",1992
"Reckling Peak 92427","L6","3.9",1992
"Reckling Peak 92428","L6","6.4",1992
"Reckling Peak 92429","L6","1.9",1992
"Reckling Peak 92430","H5","12.7",1992
"Reckling Peak 92431","L6","1.2",1992
"Reckling Peak 92432","L6","1.2",1992
"Reckling Peak 92433","L6","1.5",1992
"Reckling Peak 92434","H4","37.5",1992
"Reckling Peak 92435","CH3","4.6",1992
"Reckling Peak 92436","L6","2",1992
"Reckling Peak 92437","H6","2.9",1992
"Reckling Peak 92438","L6","2.9",1992
"Reckling Peak 92439","L6","0.5",1992
"Reckling Peak 92440","H6","2.2",1992
"Reckling Peak 92441","L6","2.2",1992
"Reckling Peak 92442","L6","4.8",1992
"Reckling Peak 92443","L6","1.4",1992
"Reckling Peak 92444","L6","1.6",1992
"Reckling Peak 92445","L6","1.6",1992
"Reckling Peak 92446","L6","0.8",1992
"Reckling Peak A78001","L6","234.9",1978
"Reckling Peak A78002","H4","8483",1978
"Reckling Peak A78003","L6","1276",1978
"Reckling Peak A78004","H4","166.9",1978
"Reckling Peak A78005","H5","28.7",1978
"Reckling Peak A79001","L6","3006",1979
"Reckling Peak A79002","L6","203.6",1979
"Reckling Peak A79003","H6","182.2",1979
"Reckling Peak A79004","H5","370.9",1979
"Reckling Peak A79008","L3.5-3.8","73",1979
"Reckling Peak A79009","H6","54.7",1979
"Reckling Peak A79012","H6","12.8",1979
"Reckling Peak A79013","L5","11",1979
"Reckling Peak A79014","H5","77.7",1979
"Reckling Peak A79015","Mesosiderite-an","10022",1979
"Reckling Peak A80201","H6","813",1980
"Reckling Peak A80202","L6","544.5",1980
"Reckling Peak A80203","H6","3.8",1980
"Reckling Peak A80204","Eucrite-br","15.5",1980
"Reckling Peak A80205","H3.8","53.8",1980
"Reckling Peak A80206","H6","46.6",1980
"Reckling Peak A80207","H3.2-3.7","17.7",1980
"Reckling Peak A80208","H6","10.2",1980
"Reckling Peak A80209","L5","9.7",1980
"Reckling Peak A80210","H5","10.6",1980
"Reckling Peak A80211","H6","2.1",1980
"Reckling Peak A80213","H6","19.1",1980
"Reckling Peak A80214","H6","4.9",1980
"Reckling Peak A80215","L6","9",1980
"Reckling Peak A80216","L4","44.3",1980
"Reckling Peak A80217","H5","7.8",1980
"Reckling Peak A80218","H5","6.7",1980
"Reckling Peak A80219","L6","21.5",1980
"Reckling Peak A80220","H5","124.5",1980
"Reckling Peak A80221","H6","51.9",1980
"Reckling Peak A80222","LL6","7",1980
"Reckling Peak A80223","H5","25.1",1980
"Reckling Peak A80224","Eucrite-unbr","8",1980
"Reckling Peak A80225","L6","8.3",1980
"Reckling Peak A80226","Iron, IAB-sLL","160.3",1980
"Reckling Peak A80227","H5","7.7",1980
"Reckling Peak A80228","L5","11.1",1980
"Reckling Peak A80229","Mesosiderite-an","14.1",1980
"Reckling Peak A80230","H5","58.2",1980
"Reckling Peak A80231","H6","238.1",1980
"Reckling Peak A80232","H4","80.1",1980
"Reckling Peak A80233","H5","413.5",1980
"Reckling Peak A80234","LL5","136.2",1980
"Reckling Peak A80235","LL6","261.2",1980
"Reckling Peak A80236","H5","15.6",1980
"Reckling Peak A80237","H4","22.2",1980
"Reckling Peak A80238","LL6","18.4",1980
"Reckling Peak A80239","Ureilite","5.6",1980
"Reckling Peak A80240","H5","61.4",1980
"Reckling Peak A80241","CV3","61.4",1980
"Reckling Peak A80242","L4","7.3",1980
"Reckling Peak A80243","H5","3.4",1980
"Reckling Peak A80244","H5","14.2",1980
"Reckling Peak A80245","H5","36.7",1980
"Reckling Peak A80246","Mesosiderite-an","5.8",1980
"Reckling Peak A80247","H5","1.1",1980
"Reckling Peak A80248","LL6","11.3",1980
"Reckling Peak A80249","H5","9.7",1980
"Reckling Peak A80250","H5","3.9",1980
"Reckling Peak A80251","H5","29.1",1980
"Reckling Peak A80252","L6","11.2",1980
"Reckling Peak A80253","LL5","4.6",1980
"Reckling Peak A80254","H6","68.5",1980
"Reckling Peak A80255","H6","6.7",1980
"Reckling Peak A80256","L3.6-4","153.2",1980
"Reckling Peak A80257","H5","8.5",1980
"Reckling Peak A80258","Mesosiderite-an","4.3",1980
"Reckling Peak A80259","EH5","20.2",1980
"Reckling Peak A80260","H5","7.5",1980
"Reckling Peak A80261","L6","61.6",1980
"Reckling Peak A80262","H6","32.1",1980
"Reckling Peak A80263","Mesosiderite-an","16.7",1980
"Reckling Peak A80264","L6","23.9",1980
"Reckling Peak A80265","H6","7.8",1980
"Reckling Peak A80266","H6","9.8",1980
"Reckling Peak A80267","H4","24.2",1980
"Reckling Peak A80268","L5","3.4",1980
"Red Deer Hill","L6","2510",1975
"Red Dry Lake 002","H6","21.5",2001
"Red Dry Lake 003","H6","94",2001
"Red Dry Lake 004","H6","13.5",2001
"Red Dry Lake 005","H6","12",2001
"Red Dry Lake 006","H4","40",2001
"Red Dry Lake 009","H3.6","13",2001
"Red Dry Lake 022","H6","17",2002
"Red Dry Lake 023","L5","5.9",2002
"Red Dry Lake 024","L5","17.9",2003
"Red Dry Lake 025","L5/6","6.55",2003
"Red Dry Lake 028","H4","11.3",2004
"Red Dry Lake 029","H4","5.25",2004
"Red Dry Lake 031","H4","4.8",2002
"Red Dry Lake 063","H4","6",2006
"Red Dry Lake 064","H5","6",2006
"Red Dry Lake 065","L6","3",2006
"Red Dry Lake 067","L3.4","6.2",2009
"Red Dry Lake 068","H4","26.2",2008
"Red Dry Lake 071","H6","4.35",2010
"Red River","Iron, IIIAB","800000",1808
"Red Rock","Iron, IIIAB","47600",1976
"Red Willow","Iron","2750",1899
"Redfields","Iron, ungrouped","8740",1969
"Redwater","H4","229.5",2009
"Reed City","Iron, ungrouped","20000",1895
"Reggane 001","H5","37",1989
"Reggane 002","L5","71",1989
"Reggane 003","H4","9500",1989
"Reid","H5","144.1",1969
"Reid 002","L6","66.5",1974
"Reid 003","L5","128.7",1974
"Reid 004","H5","295",1977
"Reid 005","L5-6","42.8",1977
"Reid 006","H5","920",1978
"Reid 007","L6","2050",1982
"Reid 008","L6","221",1982
"Reid 009","H4","47.8",1986
"Reid 010","H6","8220",1986
"Reid 011","H3-6","4760",1986
"Reid 012","L6","1367",1989
"Reid 013","Brachinite","330",1991
"Reid 014","L6","125",1991
"Reid 015","H5","23.5",1991
"Reid 016","Ureilite-pmict","110",1995
"Reid 017","L3.7","110",1995
"Reid 018","L5","121",1993
"Reid 019","L6","56",1993
"Reid 020","L6","32",1993
"Reid 021","L6","20",1993
"Reid 022","H4","188",1993
"Reid 023","H5","59",1993
"Reid 024","H5","96",1993
"Reid 025","L6","21.4",1991
"Reid 026","LL6","100.6",1991
"Reid 027","Brachinite","19.7",1991
"Reid 028","H6","30.6",1999
"Rencoret 001","H6","1992",1996
"Renfrow","L6","81600",1986
"Republican River","H4","135",1942
"Retuerta del Bullaque","Iron, IAB-MG","100000",1980
"Rhall Amane 001","H4","224",2005
"Rhall Amane 002","LL6","383",2005
"Rhine Villa","Iron, IIIE","3325",1900
"Rhineland","H5","6240",1961
"Rica Aventura","Iron, IVA","5395",1910
"Richa","Iron, IID","1500",1960
"Richfield","LL3.7","40800",1983
"Richland","Iron, IIAB","50600",1951
"Ridgecrest","H5","9.69",1958
"Rifle","Iron, IAB-MG","102700",1948
"Rincon","L6","249.4",1995
"Rio do Pires","L6","118",1991
"Rio Limay","L5","280000",1995
"Rio Rancho","L6","1001",2011
"River","L5","190.5",1965
"Riverton","H5","103.3",1960
"Roach","LL6","10.56",1998
"Roach Dry Lake 002","L6","5",2000
"Roach Dry Lake 003","H5","4.2",2000
"Roach Dry Lake 006","H6","6.53",2001
"Roach Dry Lake 021","H6","59.2",2001
"Roach Dry Lake 027","H5","18.65",2002
"Roach Dry Lake 030","EL6","10.13",2002
"Roach Dry Lake 031","H6","36.2",2002
"Roach Dry Lake 064","H6","18.26",2002
"Roach Dry Lake 075","H6","29.9",2002
"Roach Dry Lake 113","H5","39.6",2010
"Roberts Butte 03001","H4","33.2",2003
"Roosevelt County 007","H5","5.2",1979
"Roosevelt County 008","H5","25.3",1979
"Roosevelt County 009","H5","2.1",1979
"Rock Creek","L5","1641",1980
"Rock Springs","L6","52.7",2003
"Rodeo","Iron, IID","44000",1852
"Roebourne","Iron, IIIAB","86860",1892
"Rogers","L","982",1974
"Rolla (1936)","H5","440",1936
"Rolla (1939)","H4","207.5",1939
"Rolla (1941)","H5","435",1941
"Rolla (d)","H","50",1942
"Romashki","L6","3400",2009
"Romero","H4","17200",1938
"Rooikop 001","H5","1039",1991
"Rooikop 002","L5","903",1991
"Rooikop 003","L4/5","902",1991
"Roosevelt","H3.4","5200",1972
"Roosevelt County 001","H3.8","462",1968
"Roosevelt County 002","L6","18.2",1973
"Roosevelt County 003","H5","30.3",1976
"Roosevelt County 004","L6","882",1977
"Roosevelt County 005","L6","12",1978
"Roosevelt County 006","L6","9.7",1979
"Roosevelt County 010","L4","23.6",1979
"Roosevelt County 011","H5","2.9",1980
"Roosevelt County 012","H5","173.1",1981
"Roosevelt County 013","H5","35.2",1981
"Roosevelt County 014","L5","74.7",1981
"Roosevelt County 015","H5","16.3",1981
"Roosevelt County 016","H5","138.2",1981
"Roosevelt County 017","L6","177.8",1981
"Roosevelt County 018","H5","10.8",1981
"Roosevelt County 019","L5","450",1982
"Roosevelt County 020","L5","528",1983
"Roosevelt County 021","H5","96",1983
"Roosevelt County 022","L6","8.7",1983
"Roosevelt County 023","H5","59.2",1984
"Roosevelt County 024","H5","5.6",1984
"Roosevelt County 025","L5","4.3",1984
"Roosevelt County 026","L6","12.4",1984
"Roosevelt County 027","Ureilite","22.3",1984
"Roosevelt County 028","L5","67.3",1984
"Roosevelt County 029","H4","4.9",1984
"Roosevelt County 030","H4","3.1",1984
"Roosevelt County 031","H3.9","397.1",1984
"Roosevelt County 032","H5","141.1",1968
"Roosevelt County 033","L4","21.8",1968
"Roosevelt County 034","H5","118.5",1968
"Roosevelt County 035","L6","81.6",1968
"Roosevelt County 036","H5","65.2",1968
"Roosevelt County 037","H4/5","94.3",1968
"Roosevelt County 038","H5","49.4",1968
"Roosevelt County 039","H5","38",1969
"Roosevelt County 040","H5","71.1",1969
"Roosevelt County 041","L5","32.4",1969
"Roosevelt County 042","H5","32.6",1969
"Roosevelt County 043","H4/5","52.1",1969
"Roosevelt County 044","L6","439.1",1970
"Roosevelt County 045","L6","55.5",1970
"Roosevelt County 046","H5","120.4",1970
"Roosevelt County 047","L6","30.3",1970
"Roosevelt County 048","L6","57.3",1970
"Roosevelt County 049","LL4","22.8",1971
"Roosevelt County 050","L4","13.1",1971
"Roosevelt County 051","L5","29.4",1971
"Roosevelt County 052","H5","17.7",1971
"Roosevelt County 053","H5","10.8",1971
"Roosevelt County 054","H5","361.5",1971
"Roosevelt County 055","H5","7.9",1971
"Roosevelt County 056","H5","10.3",1972
"Roosevelt County 057","L5","7.7",1973
"Roosevelt County 058","L4","12",1968
"Roosevelt County 059","L6","26.2",1968
"Roosevelt County 060","H5","34.2",1968
"Roosevelt County 061","H5","49.5",1968
"Roosevelt County 062","H5","16.2",1969
"Roosevelt County 063","L4","34.7",1969
"Roosevelt County 064","H5","24.8",1969
"Roosevelt County 065","H5","405.8",1971
"Roosevelt County 066","L5","4.9",1988
"Roosevelt County 067","L5","2.1",1988
"Roosevelt County 068","L5","13.9",1988
"Roosevelt County 069","L5","4.8",1989
"Roosevelt County 070","L5","2.3",1989
"Roosevelt County 071","L4","5.3",1989
"Roosevelt County 072","L5","9.8",1989
"Roosevelt County 073","H5","288",1989
"Roosevelt County 074","L5","22.2",1990
"Roosevelt County 075","H3.10","258",1990
"Roosevelt County 076","L4","3.3",1992
"Roosevelt County 077","L4","10.9",1992
"Roosevelt County 078","L4","6.9",1992
"Roosevelt County 079","H4","30.2",1993
"Roosevelt County 080","H6","727.8",1968
"Roosevelt County 081","H5","522.2",1969
"Roosevelt County 082","H4","137",1969
"Roosevelt County 083","H5","14.8",1969
"Roosevelt County 084","L4","69.6",1969
"Roosevelt County 085","L4","140",1969
"Roosevelt County 086","L6","9",1974
"Roosevelt County 087","H5","8.2",1977
"Roosevelt County 088","H4","7.5",1978
"Roosevelt County 089","H5","1615",1980
"Roosevelt County 090","H4","6.4",1993
"Roosevelt County 091","H4","3.15",1994
"Roosevelt County 092","L5","34.29",1994
"Roosevelt County 093","L5","2.78",1994
"Roosevelt County 094","L5","3.55",1994
"Roosevelt County 095","L/LL5","12.1",1995
"Roosevelt County 096","L5","212.2",1996
"Roosevelt County 097","H4","56",1996
"Roosevelt County 098","L6","15",1969
"Roosevelt County 099","H(5?)","9.8",1969
"Roosevelt County 100","L5","6.8",1970
"Roosevelt County 101","H5","12.6",1979
"Roosevelt County 102","L5","8345",1988
"Roosevelt County 103","L6","10",1998
"Roosevelt County 104","L5","51.7",1998
"Roosevelt County 105","H5","30",1998
"Roosevelt County 106","L6","98.8",2001
"Roosevelt County 107","L6","81.2",2000
"Roosevelt County 108","H5","4.75",2004
"Roosevelt County 109","L6","17.3",2005
"Roosevelt County 110","L4","73.7",1987
"Roper River","Iron, IIIAB","6400",1953
"Rosamond","LL3","11.1",2012
"Rosamond Dry Lake","L","850",1940
"Rosario","Iron, IAB-MG","2700",1896
"Rosebud","H5","54900",1915
"Round Top (a)","L5","9935",1934
"Round Top (b)","H4","7166",1939
"Roundsprings","H5","6000",1986
"Roundup","Iron, IIIAB","17590",1990
"Rowena","H6","34700",1962
"Roy (1933)","L5","47200",1933
"Roy (1934)","L6","5619",1934
"Rub' al-Khali 001","H5","490",1955
"Rub' al-Khali 002","L6","55",1955
"Rub' al-Khali 003","Iron","18",1957
"Ruff's Mountain","Iron, IIIAB","53070",1844
"Rumanová","H5","4300",1994
"Rush County","H5","4300",1948
"Rush Creek","L6","9300",1938
"Rushville","L5","50",1866
"Russel Gulch","Iron, IIIAB","13200",1863
"Ryan Field","H5","8.9",1982
"Ryder Gletcher","L5","5288",1988
"Sacramento Mountains","Iron, IIIAB","237200",1890
"Sacramento Wash 001","H4","98.9",2003
"Sacramento Wash 002","H4","892.8",2004
"Sacramento Wash 003","H4","89.2",2004
"Sacramento Wash 004","H5","28.6",2004
"Sacramento Wash 005","H-metal","52.3",2004
"Safsaf","L6","11870",1998
"Saginaw","Iron","44500",1979
"Sahara 99033","H~4","108",1999
"Sahara 99041","H5","194",1999
"Sahara 99050","L~6","156",1999
"Sahara 99169","L~6","129",1999
"Sahara 99534","L5","470",1999
"Saint Augustine","Iron, IID","22000",1974
"Saint-Aubin","Iron, IIIAB","472000",1968
"Sainte Rose","H3.6","430",1983
"Salaices","H4","24500",1971
"Salar de Atacama","L6","223",2008
"Salar de Imilac","H5","1005",2000
"Salina","Iron","235",1908
"Saline","H5","30800",1901
"Salla","L6","7000",1963
"Salt Lake City","H5","875",1869
"Salt River","Iron, IIC","3600",1850
"Sam's Valley","Iron, IIIAB","6920",1894
"San Angelo","Iron, IIIAB","88000",1897
"San Bernardino Wash","L5","258",2010
"San Borjita","L4","12300",1983
"San Carlos","H4","3600",1942
"San Cristobal","Iron, IAB-ung","5000",1882
"San Emigdio","H4","36000",1887
"San Francisco del Mezquital","Iron, IIAB","7500",1868
"San Francisco Mountains","Iron, IVA","1700",1920
"San Joaquin","L5/6","31.8",2005
"San José","H5","532",1944
"San Juan 001","L5","1229",2001
"San Juan 002","H6","345",2002
"San Juan 003","H5","209.896",2007
"San Juan 004","L4","229.304",2007
"San Juan 005","H6","186.1",2007
"San Juan 006","H3.6","242.104",2007
"San Juan 007","H6","398.897",2007
"San Juan 008 ","LL6","103.78",2007
"San Juan 009","CO3","45.56",2007
"San Juan 010","H3.8","21.06",2007
"San Juan 011","H4","33.66",2007
"San Juan 012","H5","66.79",2007
"San Juan 013","L3","145",2008
"San Juan 014","L6","134",2008
"San Juan 015","L6","349",2008
"San Juan 016","H5","116",2008
"San Juan 017","H6","56.4",2008
"San Juan 018","L5","17.2",2008
"San Juan 019","L6","181",2008
"San Juan 020","H5","151",2008
"San Juan 021","H4","174",2008
"San Juan 022","L6","86.3",2008
"San Juan 023","H5","539",2008
"San Juan 024","L6","15.2",2008
"San Juan 025","H5","419",2008
"San Juan 026","L6","307",2008
"San Juan 027","H3-5","199",2008
"San Juan 028","H5","151",2008
"San Juan 029","H3","399",2008
"San Juan 030","H5","25.5",2008
"San Juan 031","L3","218",2008
"San Juan 032","H5/6","28.8",2008
"San Juan 033","H6","357",2009
"San Juan 034","L6","814",2009
"San Juan 035","H5","10.3",2009
"San Juan 036","L6","27.6",2009
"San Juan 037","L5","11.4",2009
"San Juan 038","H5","460",2009
"San Juan 039","L6","38.5",2009
"San Juan 040","H3-5","34.5",2009
"San Juan 041","H/L6","88.1",2009
"San Juan 042","H3","13.9",2009
"San Juan 043","H5","26.4",2009
"San Juan 044","H5","120",2009
"San Juan 045","H3","9.9",2009
"San Juan 046","H5","57.4",2009
"San Juan 047","H5","14.1",2009
"San Juan 048","H5","10.6",2009
"San Juan 049","H5","41.8",2009
"San Juan 050","H6","29.4",2009
"San Juan 051","H5","117",2009
"San Juan 052","L3","49",2009
"San Juan 053","H5","27",2010
"San Juan 054","L4","238",2010
"San Juan 055","H3","168",2010
"San Juan 056","L5","85",2010
"San Juan 057","L6","263",2010
"San Juan 058","LL6","171",2010
"San Juan 059","L5","168",2010
"San Juan 060","H5","74",2010
"San Juan 061","L5","1.3",2010
"San Juan 062","H5","1125",2010
"San Juan 063","H5","3384",2010
"San Juan 064","L6","656",2010
"San Juan 065","H4","459",2010
"San Juan 066","L6","441",2010
"San Pedro Springs","L6","72",1887
"Sanclerlandia","Iron, IIIAB","279000",1971
